2,4.06701467537402,7.81607946260952,5.7490647872355,41,47.3616170374983,46.1434720456722,39.781855008174
56,49.311,49.311,56,25,25,28.942,28.942
26,23.932985324626,27.6820501118615,29.7490647872355,31,37.3616170374983,38.5797620293243,32.218144991826
18,11.311,11.311,18,43,43,46.942,46.942
18,24.689,24.689,18,9,9,5.058,5.058
45,47.067014675374,50.8160794626095,48.7490647872355,32,38.3616170374983,37.1434720456722,30.781855008174
48,53.411514675374,55.728564139911,50.3170494645369,13,16.9316955525844,13.7425505607583,9.81085500817396
15,9.58848532462598,11.9055347891629,17.3170494645369,35,38.9316955525844,42.1208405444104,38.189144991826
3,5.06701467537402,8.81607946260952,6.7490647872355,9,15.3616170374983,14.1434720456722,7.78185500817396
34,39.411514675374,41.728564139911,36.3170494645369,47,50.9316955525844,47.7425505607583,43.810855008174
