12,14.067014675374,17.8160794626095,15.7490647872355,41,47.3616170374983,46.1434720456722,39.781855008174
1,6.41151467537402,8.72856413991095,3.31704946453693,23,26.9316955525844,23.7425505607583,19.810855008174
15,9.58848532462598,11.9055347891629,17.3170494645369,24,27.9316955525844,31.1208405444104,27.189144991826
19,25.689,25.689,19,44,44,40.058,40.058
15,8.311,8.311,15,13,13,16.942,16.942
20,14.588485324626,16.9055347891629,22.3170494645369,8,11.9316955525844,15.1208405444104,11.189144991826
20,14.588485324626,16.9055347891629,22.3170494645369,29,32.9316955525844,36.1208405444104,32.189144991826
57,51.588485324626,53.9055347891629,59.3170494645369,20,23.9316955525844,27.1208405444104,23.189144991826
4,10.689,10.689,4,45,45,41.058,41.058
9,2.311,2.311,9,6,6,9.942,9.942
