16,18.067014675374,21.8160794626095,19.7490647872355,46,52.3616170374983,51.1434720456722,44.781855008174
11,17.689,17.689,11,24,24,20.058,20.058
60,53.311,53.311,60,47,47,50.942,50.942
44,37.311,37.311,44,16,16,19.942,19.942
15,17.067014675374,20.8160794626095,18.7490647872355,39,45.3616170374983,44.1434720456722,37.781855008174
42,35.311,35.311,42,1,1,4.942,4.942
13,6.311,6.311,13,44,44,47.942,47.942
60,53.311,53.311,60,19,19,22.942,22.942
1,7.689,7.689,1,38,38,34.058,34.058
9,2.311,2.311,9,50,50,53.942,53.942
