51,45.588485324626,47.9055347891629,53.3170494645369,35,38.9316955525844,42.1208405444104,38.189144991826
29,34.411514675374,36.728564139911,31.3170494645369,6,9.93169555258435,6.74255056075831,2.81085500817396
42,48.689,48.689,42,53,53,49.058,49.058
54,48.588485324626,50.9055347891629,56.3170494645369,5,8.93169555258435,12.1208405444104,8.18914499182604
7,0.311,0.311,7,47,47,50.942,50.942
41,35.588485324626,37.9055347891629,43.3170494645369,6,9.93169555258435,13.1208405444104,9.18914499182604
38,44.689,44.689,38,17,17,13.058,13.058
9,2.311,2.311,9,53,53,56.942,56.942
17,19.067014675374,22.8160794626095,20.7490647872355,23,29.3616170374983,28.1434720456722,21.781855008174
29,31.067014675374,34.8160794626095,32.7490647872355,16,22.3616170374983,21.1434720456722,14.781855008174
