56,53.932985324626,57.6820501118615,59.7490647872355,27,33.3616170374983,34.5797620293243,28.218144991826
21,14.311,14.311,21,49,49,52.942,52.942
22,19.932985324626,23.6820501118615,25.7490647872355,50,56.3616170374983,57.5797620293243,51.218144991826
42,36.588485324626,38.9055347891629,44.3170494645369,50,53.9316955525844,57.1208405444104,53.189144991826
10,16.689,16.689,10,12,12,8.058,8.058
47,49.067014675374,52.8160794626095,50.7490647872355,38,44.3616170374983,43.1434720456722,36.781855008174
3,9.689,9.689,3,58,58,54.058,54.058
52,58.689,58.689,52,51,51,47.058,47.058
37,30.311,30.311,37,3,3,6.942,6.942
11,16.411514675374,18.728564139911,13.3170494645369,28,31.9316955525844,28.7425505607583,24.810855008174
