37,30.311,30.311,37,40,40,43.942,43.942
25,30.411514675374,32.728564139911,27.3170494645369,50,53.9316955525844,50.7425505607583,46.810855008174
23,16.311,16.311,23,34,34,37.942,37.942
42,36.588485324626,38.9055347891629,44.3170494645369,52,55.9316955525844,59.1208405444104,55.189144991826
15,21.689,21.689,15,30,30,26.058,26.058
17,19.067014675374,22.8160794626095,20.7490647872355,18,24.3616170374983,23.1434720456722,16.781855008174
54,56.067014675374,59.8160794626095,57.7490647872355,19,25.3616170374983,24.1434720456722,17.781855008174
47,53.689,53.689,47,40,40,36.058,36.058
5,10.411514675374,12.728564139911,7.31704946453693,15,18.9316955525844,15.7425505607583,11.810855008174
6,8.06701467537402,11.8160794626095,9.7490647872355,30,36.3616170374983,35.1434720456722,28.781855008174
