12,14.067014675374,17.8160794626095,15.7490647872355,46,52.3616170374983,51.1434720456722,44.781855008174
41,35.588485324626,37.9055347891629,43.3170494645369,50,53.9316955525844,57.1208405444104,53.189144991826
13,19.689,19.689,13,15,15,11.058,11.058
3,5.06701467537402,8.81607946260952,6.7490647872355,28,34.3616170374983,33.1434720456722,26.781855008174
20,13.311,13.311,20,5,5,8.942,8.942
27,32.411514675374,34.728564139911,29.3170494645369,56,59.9316955525844,56.7425505607583,52.810855008174
42,48.689,48.689,42,22,22,18.058,18.058
36,33.932985324626,37.6820501118615,39.7490647872355,41,47.3616170374983,48.5797620293243,42.218144991826
7,0.311,0.311,7,56,56,59.942,59.942
24,26.067014675374,29.8160794626095,27.7490647872355,9,15.3616170374983,14.1434720456722,7.78185500817396
