52,45.311,45.311,52,5,5,8.942,8.942
41,35.588485324626,37.9055347891629,43.3170494645369,30,33.9316955525844,37.1208405444104,33.189144991826
31,33.067014675374,36.8160794626095,34.7490647872355,19,25.3616170374983,24.1434720456722,17.781855008174
4,10.689,10.689,4,44,44,40.058,40.058
6,12.689,12.689,6,37,37,33.058,33.058
25,22.932985324626,26.6820501118615,28.7490647872355,14,20.3616170374983,21.5797620293243,15.218144991826
25,22.932985324626,26.6820501118615,28.7490647872355,5,11.3616170374983,12.5797620293243,6.21814499182604
30,32.067014675374,35.8160794626095,33.7490647872355,38,44.3616170374983,43.1434720456722,36.781855008174
53,59.689,59.689,53,25,25,21.058,21.058
29,35.689,35.689,29,9,9,5.058,5.058
