34,27.311,27.311,34,48,48,51.942,51.942
23,20.932985324626,24.6820501118615,26.7490647872355,6,12.3616170374983,13.5797620293243,7.21814499182604
22,28.689,28.689,22,35,35,31.058,31.058
48,45.932985324626,49.6820501118615,51.7490647872355,12,18.3616170374983,19.5797620293243,13.218144991826
33,30.932985324626,34.6820501118615,36.7490647872355,24,30.3616170374983,31.5797620293243,25.218144991826
50,52.067014675374,55.8160794626095,53.7490647872355,26,32.3616170374983,31.1434720456722,24.781855008174
52,45.311,45.311,52,56,56,59.942,59.942
57,50.311,50.311,57,6,6,9.942,9.942
21,14.311,14.311,21,24,24,27.942,27.942
10,12.067014675374,15.8160794626095,13.7490647872355,31,37.3616170374983,36.1434720456722,29.781855008174
