8,14.689,14.689,8,20,20,16.058,16.058
26,19.311,19.311,26,17,17,20.942,20.942
7,0.311,0.311,7,37,37,40.942,40.942
12,6.58848532462598,8.90553478916291,14.3170494645369,6,9.93169555258435,13.1208405444104,9.18914499182604
19,16.932985324626,20.6820501118615,22.7490647872355,46,52.3616170374983,53.5797620293243,47.218144991826
50,47.932985324626,51.6820501118615,53.7490647872355,11,17.3616170374983,18.5797620293243,12.218144991826
50,52.067014675374,55.8160794626095,53.7490647872355,2,8.36161703749828,7.14347204567224,0.781855008173957
31,24.311,24.311,31,1,1,4.942,4.942
17,11.588485324626,13.9055347891629,19.3170494645369,40,43.9316955525844,47.1208405444104,43.189144991826
42,35.311,35.311,42,53,53,56.942,56.942
